symbol,cik,fiscal_year,fiscal_year_end,revenue,revenue_prior_year,net_income,net_income_prior_year,gross_profit,total_assets,total_liabilities,stockholders_equity,eps_diluted
AAPL.US,320193,2025,2025-09-27,416161000000,391035000000,112010000000,93736000000,195201000000,383266000000,275746000000,107520000000,7.46
