symbol,cik
GRFS.US,1438569
NAVN.US,1639723
UEC.US,1334933
HCC.US,1691303
NIQ.US,2054696
WH.US,1722684
GTX.US,1735707
BETA.US,1784570
MMSI.US,856982
TKMTY.US,2044863
VFC.US,103379
VRNS.US,1361113
VSNT.US,2067876
VSH.US,103730
SPHR.US,1795250
BIRK.US,1977102
JMKE.US,2127043
ADT.US,1703056
INSW.US,1679049
CNO.US,1224608
RGTI.US,1838359
CVI.US,1376139
OII.US,73756
ACMR.US,1680062
CE.US,1306830
FND.US,1507079
CAKE.US,887596
CRSP.US,1674416
AIR.US,1750
CRC.US,1609253
OUT.US,1579877
GOLF.US,1672013
MTN.US,812011
IRDM.US,1418819
CLMT.US,2013745
LFST.US,1845257
UNF.US,717954
IEP.US,813762
XMTR.US,1657573
BULL.US,1866364
GBTG.US,1820872
LAUR.US,912766
EBC.US,1810546
PTEN.US,889900
MIDD.US,769520
MRP.US,2017206
BMA.US,1347426
ZGN.US,1877787
WTM.US,776867
OTF.US,1747777
SLM.US,1032033
FLIDY.US,1433087
MRCY.US,1049521
OGS.US,1587732
OBOCY.US,2094691
CSW.US,1624794
WHD.US,1699136
FBIN.US,1519751
ENPH.US,1463101
KVYO.US,1835830
CNR.US,1710366
GNTX.US,355811
HASI.US,1561894
EWTX.US,1710072
PSN.US,275880
ACAD.US,1070494
MEOH.US,886977
GHC.US,104889
BDC.US,913142
NSIT.US,932696
SR.US,1126956
RMVEY.US,1516536
TFSL.US,1381668
RDN.US,890926
CIGI.US,913353
BUHPY.US,1547870
FFIN.US,36029
OMAB.US,1378239
AMTM.US,2011286
HRI.US,1364479
OCTV.US,2083632
SON.US,91767
GEF.US,43920
MC.US,1596967
MMYT.US,1495153
LPX.US,60519
RKGRY.US,2093907
RELY.US,1782170
VEON.US,1468091
TPC.US,77543
HAFN.US,1815779
TKC.US,1071321
BLLN.US,2070849
MDA.US,1857047
HAE.US,313143
BOX.US,1372612
PAM.US,1469395
KRMN.US,2040127
SFBS.US,1430723
CUZ.US,25232
CECO.US,3197
HGTY.US,1840776
MARA.US,1507605
EQPT.US,1693736
DK.US,1694426
BC.US,14930
ALK.US,766421
TDW.US,98222
BCO.US,78890
PBLS.US,1657677
TREX.US,1069878
REYN.US,1786431
KBR.US,1357615
NWSGY.US,1449664
DOCS.US,1516513
FRVO.US,1853868
PAY.US,1841156
MYRG.US,700923
DAVE.US,1841408
CHEF.US,1517175
NNI.US,1258602
BIPC.US,1788348
ALM.US,1670061
EPR.US,1045450
SKY.US,90896
ATAT.US,1853717
FULT.US,700564
WAY.US,1990354
KLIC.US,56978
MBRFY.US,1496919
CHH.US,1046311
TGS.US,931427
BB.US,1070235
FHI.US,1056288
CON.US,2014596
UFPI.US,912767
GFF.US,50725
IBOC.US,315709
HP.US,46765
ESAB.US,1877322
AMVOY.US,2085236
CGAU.US,1854640
DIOD.US,29002
OLLI.US,1639300
CENX.US,949157
DLO.US,1846832
CAR.US,723612
SKT.US,899715
VNT.US,1786842
ADOOY.US,1489079
BOOT.US,1610250
BNL.US,1424182
DOO.US,1748797
CRK.US,23194
EE.US,1888447
FELE.US,38725
OPLN.US,1395942
AXTI.US,1051627
TDS.US,1051512
HTFL.US,1464521
ARX.US,1997350
TCBI.US,1077428
ACHR.US,1824502
NP.US,2067129
XE.US,2088896
ITGR.US,1114483
ALH.US,1317685
LIVN.US,1639691
NWE.US,1993004
CVSA.US,730464
KFY.US,56679
PARR.US,821483
UCB.US,857855
FBP.US,1057706
COLD.US,1455863
SUNC.US,2089661
STNG.US,1483934
MTH.US,833079
MANE.US,1827635
RLAY.US,1812364
GEO.US,923796
CATY.US,861842
ONDS.US,1646188
AZZ.US,8947
IFHLY.US,2035057
CELC.US,1603454
KRC.US,1025996
TNGX.US,1819133
CBT.US,16040
SEB.US,88121
PRIM.US,1361538
BFH.US,1101215
WSFS.US,828944
ITRI.US,780571
SLGN.US,849869
TNL.US,1361658
CDP.US,860546
BRC.US,746598
FCN.US,887936
MIAX.US,1438472
CCC.US,1818201
AQN.US,1174169
INDV.US,1625297
SITE.US,1650729
NVST.US,1757073
CVCO.US,278166
SLG.US,1040971
CNK.US,1385280
BILL.US,1786352
SIM.US,887153
MDU.US,67716
WBI.US,2064947
USAC.US,1522727
NGXXF.US,2044153
ARIS.US,1964504
DNP.US,806628
PTRN.US,1811935
SEZL.US,1662991
ELVN.US,1672619
MIR.US,1809987
AYA.US,1826836
LAZ.US,1311370
GNW.US,1276520
CAAP.US,1717393
MAT.US,63276
SKE.US,1713748
CVBF.US,354647
LOPE.US,1434588
IOVA.US,1425205
VVV.US,1674910
INDB.US,776901
WK.US,1445305
ICUI.US,883984
CNS.US,1284812
SYNA.US,817720
AWATY.US,2092258
HPHTY.US,1600928
PLNT.US,1637207
RHI.US,315213
LIFE.US,1788451
ADPT.US,1478320
OLED.US,1005284
WSBC.US,203596
UWMC.US,1783398
USAR.US,1970622
TLX.US,2007191
AKO-A.US,925261
LMND.US,1691421
SRAD.US,1836470
SIG.US,832988
TAC.US,1144800
NEXHY.US,1985406
GPGI.US,1823144
AVNT.US,1122976
THO.US,730263
JOYY.US,1530238
QTWO.US,1410384
IOND.US,2007691
DORM.US,868780
BWLP.US,1649313
MTLMY.US,2091028
MWA.US,1350593
SMGSY.US,2093227
VKTX.US,1607678
SKYW.US,793733
ABG.US,1144980
JOE.US,745308
RNST.US,715072
BANF.US,760498
ERO.US,1853860
BBWI.US,701985
APLE.US,1418121
OTTR.US,1466593
MSGE.US,1952073
IRT.US,1466085
ATMU.US,1921963
IRTC.US,1388658
PLSE.US,1625101
HHH.US,1981792
PFSI.US,1745916
LEGN.US,1801198
KTB.US,1760965
MNDY.US,1845338
IDYA.US,1676725
BMI.US,9092
FSLY.US,1517413
POST.US,1530950
WT.US,880631
FA.US,1210677
SMR.US,1822966
LXP.US,910108
OGN.US,1821825
FOUR.US,1794669
FLY.US,1860160
TRMD.US,1655891
NIC.US,1174850
ACLS.US,1113232
VAC.US,1524358
AMLX.US,1658551
CSTM.US,1563411
IPAR.US,822663
ZIM.US,1654126
PLMR.US,1761312
FSM.US,1341335
MHO.US,799292
LBTYA.US,1570585
RUM.US,1830081
FIBK.US,860413
OPCH.US,1014739
FRMI.US,2071778
NMRK.US,1690680
DHT.US,1331284
CLSK.US,827876
NHC.US,1047335
BATRA.US,1958140
TARS.US,1819790
EROC.US,2110029
CRVL.US,874866
LIF.US,1581760
SBLK.US,1386716
UTG.US,1263994
HIW.US,921082
BTE.US,1279495
NHI.US,877860
UUUU.US,1385849
CALM.US,16160
AWR.US,1056903
BTU.US,1064728
NATL.US,1974138
TNK.US,1419945
IPGP.US,1111928
CXW.US,1070985
GRAL.US,1699031
MGNI.US,1595974
LBRT.US,1694028
ABCL.US,1703057
HG.US,1593275
FFBC.US,708955
LRN.US,1157408
MCHB.US,1518715
SII.US,1512920
ARLP.US,1086600
DNLI.US,1714899
ASO.US,1817358
HNI.US,48287
NESR.US,1698514
PRK.US,805676
LION.US,2052959
WSC.US,1647088
UCTT.US,1275014
DYN.US,1818794
CURB.US,2027317
DAN.US,26780
TENB.US,1660280
USLM.US,82020
SFNC.US,90498
PII.US,931015
AB.US,825313
CSQ.US,1275214
GPI.US,1031203
EROK.US,2104882
SA.US,1231346
DKL.US,1552797
NMIH.US,1547903
GBDC.US,1476765
AD.US,821130
VGNT.US,2078008
KNF.US,1955520
LPL.US,1290109
VCYT.US,1384101
CBU.US,723188
SXI.US,310354
SBCF.US,730708
SMG.US,825542
FMCC.US,1026214
FSK.US,1422183
NEA.US,1195737
NG.US,1173420
ASH.US,1674862
OSIS.US,1039065
HTGC.US,1280784
PVH.US,78239
QS.US,1811414
AAMI.US,1748824
KOZAY.US,1532173
ADX.US,2230
BTDR.US,1899123
WING.US,1636222
AGO.US,1273813
RXO.US,1929561
EXPO.US,851520
KAI.US,886346
WIX.US,1576789
BKU.US,1504008
BSM.US,1621434
AAUC.US,1993344
ATKR.US,1666138
ATRO.US,8063
BFAM.US,1437578
KN.US,1587523
KYIV.US,2062440
FRPT.US,1611647
CPK.US,19745
SHOO.US,913241
AEHR.US,1040470
FHB.US,36377
HYPMY.US,1486749
VTMX.US,1969373
LFTO.US,1850351
PK.US,1617406
FRSH.US,1544522
WRBY.US,1504776
QURE.US,1590560
DX.US,826675
HGV.US,1674168
RCUS.US,1724521
AVA.US,104918
PTXKY.US,1545057
LEU.US,1065059
AVAH.US,1832332
XXI.US,2070457
BMRRY.US,1671235
CARG.US,1494259
NVTS.US,1821769
FG.US,1934850
GPOR.US,874499
PFS.US,1178970
CWK.US,1628369
TNET.US,937098
BBAR.US,913059
ARQT.US,1787306
BELFA.US,729580
ARCB.US,894405
KBH.US,795266
AMBA.US,1280263
COCO.US,1482981
SDRL.US,1737706
KC.US,1795589
BOH.US,46195
CWT.US,1035201
EXK.US,1277866
DBRG.US,1679688
AGYS.US,78749
CXT.US,25445
MMS.US,1032220
PLUG.US,1093691
SPSC.US,1092699
CBZ.US,944148
ADEA.US,1803696
PPTA.US,1526243
INFQ.US,2007825
WTTR.US,1693256
POWI.US,833640
CLDX.US,744218
TALO.US,1724965
TGB.US,878518
GRBK.US,1373670
BANC.US,1169770
YETI.US,1670592
ECO.US,1964954
FIZZ.US,69891
COLM.US,1050797
TR.US,98677
EXTR.US,1078271
CSQR.US,2105398
REZI.US,1740332
AMBP.US,1845097
DXPE.US,1020710
HOS.US,866829
PONY.US,1969302
ABM.US,771497
SLDE.US,1886428
BKD.US,1332349
HOG.US,793952
BHF.US,1685040
AKR.US,899629
MGEE.US,1161728
IHS.US,1876183
BWIN.US,1781755
MBX.US,1776111
IMNM.US,1472012
GPK.US,1408075
INTA.US,1565687
IMAX.US,921582
DNOW.US,1599617
UE.US,1611547
KD.US,1867072
TMDX.US,1756262
CLBT.US,1854587
NOG.US,1104485
MZTI.US,57515
SPNT.US,1576018
WOR.US,108516
GRDN.US,1802255
HAYW.US,1834622
SOUN.US,1840856
PPLI.US,1800227
FUL.US,39368
LCLN.US,1925283
PAGS.US,1712807
NTCT.US,1078075
CHRN.US,1549084
BHE.US,863436
CALY.US,837465
EFXT.US,1904856
ATRC.US,1323885
GPCR.US,1888886
DNN.US,1063259
VECO.US,103145
TRMK.US,36146
FBK.US,1649749
ALRM.US,1459200
OPEN.US,1801169
COHU.US,21535
TTAM.US,2035304
RDW.US,1819810
UNFI.US,1020859
PHVS.US,1830487
ZLAB.US,1704292
VC.US,1111335
BVC.US,1785680
EEFT.US,1029199
SHAK.US,1620533
MGRC.US,752714
AAP.US,1158449
APAM.US,1517302
IRON.US,1816736
EBOSY.US,1533082
JPC.US,1216583
MNSO.US,1815846
AVPT.US,1777921
NBTB.US,790359
NAMS.US,1936258
BRZE.US,1676238
AMR.US,1704715
CUBI.US,1488813
GRND.US,1820144
KWR.US,81362
FBNC.US,811589
XNDU.US,2097163
ACHC.US,1520697
BKV.US,1838406
DGII.US,854775
NRIX.US,1549595
FCPT.US,1650132
BCC.US,1328581
BBT.US,1108134
HTO.US,766829
WDFC.US,105132
MAN.US,871763
SVM.US,1340677
NMM.US,1415921
ASST.US,1920406
BANR.US,946673
PRVA.US,1759655
ALHC.US,1832466
CDNA.US,1217234
TDC.US,816761
DCO.US,30305
RH.US,1528849
PENG.US,1616533
HWKN.US,46250
NEOG.US,711377
FRME.US,712534
HIMX.US,1342338
KALU.US,811596
GDV.US,1260729
WGS.US,1818331
NN.US,1865631
DRH.US,1298946
OUST.US,1816581
CLOV.US,1801170
NAD.US,1083839
TSAT.US,1845840
WAFD.US,936528
CURLF.US,1756770
SKWD.US,1519449
CENT.US,887733
MLYS.US,1933414
BEAM.US,1745999
BUSE.US,314489
KYN.US,1293613
INTR.US,1864163
AEO.US,919012
VERA.US,1831828
ATHM.US,1527636
NWL.US,814453
NVG.US,1090116
RNW.US,1848763
UPST.US,1647639
PTY.US,1190935
CDLR.US,1978867
IVT.US,1307748
SYBT.US,835324
AGM.US,845877
SIND.US,2096861
PGEN.US,1356090
BGSI.US,2091467
APPN.US,1441683
PHIN.US,1968915
VRDN.US,1590750
TSCFY.US,1555815
UNIT.US,2020795
BRVE.US,2131524
MBIN.US,1629019
SUPN.US,1356576
DJT.US,1849635
HRMY.US,1802665
SAH.US,1043509
ETOR.US,1493318
ROG.US,84748
SXGCF.US,1622629
SSMR.US,2091017
PAYO.US,1845815
MRVI.US,1823239
AYR.US,1362988
ANDE.US,821026
PLUS.US,1022408
NGVT.US,1653477
WLY.US,107140
SLS.US,1390478
MH.US,1951070
HURN.US,1289848
PENN.US,921738
NKTR.US,906709
NTB.US,1653242
CHA.US,2013649
PATK.US,76605
COTY.US,1024305
LPG.US,1596993
LASR.US,1124796
LUNR.US,1844452
PBI.US,78814
HLIO.US,1024795
EFSC.US,1025835
STUB.US,1337634
FIVN.US,1288847
WHR.US,106640
STNE.US,1745431
OCUL.US,1393434
TRVI.US,1563880
HCI.US,1400810
RAMP.US,733269
IOSP.US,1054905
VVX.US,1601548
PURR.US,2078856
NWBI.US,1471265
LTC.US,887905
NZF.US,1137887
BXMT.US,1061630
AXGN.US,805928
SPGNY.US,2042556
CC.US,1627223
TRN.US,99780
KMT.US,55242
CALX.US,1406666
FLOC.US,2035149
HCM.US,1648257
TMC.US,1798562
PBH.US,1295947
NCNO.US,1902733
ARR.US,1428205
DBD.US,28823
NEO.US,1077183
OSW.US,1758488
OFG.US,1030469
AEGXF.US,1309167
HTH.US,1265131
WERN.US,793074
BHC.US,885590
RVT.US,804116
AERO.US,1561861
LCII.US,763744
ADUS.US,1468328
VIA.US,1603015
PICS.US,1841644
MPT.US,1287865
SMSGY.US,1560968
KEEL.US,1812477
PVLA.US,1583648
SRPT.US,873303
HUBG.US,940942
MD.US,893949
AMC.US,1411579
PTON.US,1639825
MCRI.US,907242
CNXN.US,1050377
FLYW.US,1580560
UAA.US,1336917
FIGS.US,1846576
TRLV.US,1754195
DEI.US,1364250
RLX.US,1828365
WU.US,1365135
UFPT.US,914156
NUVB.US,1811063
FCF.US,712537
AUPH.US,1600620
SEDG.US,1419612
EVT.US,1253327
MTX.US,891014
ICHR.US,1652535
ALGT.US,1362468
BSTZ.US,1768666
CEPU.US,1717161
ESTA.US,1688757
PGNY.US,1551306
AADX.US,2118195
INSP.US,1609550
ECPG.US,1084961
GNL.US,1526113
MNR.US,1980088
BKE.US,885245
STGW.US,876883
RAPP.US,2012593
VOYG.US,1788060
SRCE.US,34782
BOBS.US,2085187
PLGO.US,1636639
TBBK.US,1295401
URGN.US,1668243
INVX.US,1042893
ADMA.US,1368514
PLBL.US,2035697
BCRX.US,882796
CTOS.US,1709682
DV.US,1819928
TIC.US,2032966
SHAZ.US,2068385
ALKT.US,1529274
CMPR.US,1262976
LIME.US,1699963
RUN.US,1469367
NMZ.US,1266585
CLM.US,814083
XRAY.US,818479
PLPC.US,80035
PRDO.US,1046568
KOD.US,1468748
ZBIO.US,1953926
SHO.US,1295810
BLKB.US,1280058
UTZ.US,1739566
ALG.US,897077
PEB.US,1474098
GOF.US,1380936
CTRI.US,1981599
NWN.US,1733998
GENB.US,2100782
GSHD.US,1726978
CHCO.US,726854
STC.US,94344
MESO.US,1345099
BXDC.US,2100161
VET.US,1293135
NEXT.US,1612720
AGIO.US,1439222
PDFS.US,1120914
ASAN.US,1477720
DRVN.US,1804745
GTY.US,1052752
BLBD.US,1589526
EZPW.US,876523
CMPS.US,1816590
NTST.US,1798100
SPB.US,109177
KARO.US,1828102
HMN.US,850141
TILE.US,715787
BRSL.US,1619762
FORTY.US,1045986
XPRO.US,2126198
HYMC.US,1718405
VERX.US,1806837
VCEL.US,887359
GRC.US,42682
BFLY.US,1804176
IQMX.US,2113060
STDN.US,2086716
OLN.US,74303
PRLB.US,1443669
BHVN.US,1935979
EMAT.US,1866226
KSS.US,885639
ALMR.US,2104204
HAPN.US,1409970
IMOS.US,1123134
ZD.US,1084048
KRP.US,1657788
GAB.US,794685
SBET.US,1981535
MLCO.US,1381640
GEL.US,1022321
NSP.US,1000753
NBTX.US,1760854
ALVO.US,1898416
WRD.US,1867729
RBCAA.US,921557
STOK.US,1623526
ZYME.US,1937653
SNDA.US,1043000
PRGO.US,1585364
ASTH.US,1083446
PAEXY.US,2073620
MFP.US,2088281
GHRS.US,1855129
SGRY.US,1638833
ATS.US,1394832
COAG.US,2114044
TH.US,1712189
TY.US,99614
GABC.US,714395
PRCH.US,1784535
NBHC.US,1475841
GCT.US,1857816
FLNC.US,1868941
SGLA.US,1433551
KLRA.US,2096997
LMAT.US,1158895
TOP.US,1848275
INOD.US,903651
XNCR.US,1326732
GENI.US,1834489
CMRE.US,1503584
EPAC.US,6955
LOB.US,1462120
NVCR.US,1645113
DHC.US,1075415
OCFC.US,1004702
STRA.US,1013934
BAND.US,1514416
QUBT.US,1758009
SFL.US,1289877
DXC.US,1688568
NUV.US,812801
WKC.US,789460
DCOM.US,846617
VNET.US,1508475
GLP.US,1323468
PDO.US,1798618
VIR.US,1706431
HE.US,354707
ATEN.US,1580808
SMA.US,1585389
HOPE.US,1128361
ETG.US,1270523
SAM.US,949870
NYAX.US,1901279
KOS.US,1509991
SONO.US,1314727
SEPN.US,1984086
FSUN.US,1709442
ACVA.US,1637873
AESI.US,1984060
ETV.US,1322436
STBA.US,719220
STEW.US,102426
XHR.US,1616000
LKFT.US,1421876
KARD.US,2123613
NEXA.US,1713930
DMRA.US,1800315
DAO.US,1781753
EVTC.US,1559865
BVENY.US,2095292
BY.US,1702750
AGBK.US,2081206
FXCNY.US,1164009
PSNL.US,1527753
VSTS.US,1967649
MDCOY.US,2094100
WS.US,1968487
PAX.US,1825570
BLFS.US,834365
RXRX.US,1601830
CNXC.US,1803599
FLNG.US,1772253
LILA.US,1712184
BDJ.US,1332283
AIN.US,819793
PLAB.US,810136
AGRO.US,1499505
USAS.US,1286973
ALNT.US,46129
BFC.US,1746109
UROY.US,2143673
TGLS.US,1534675
CCS.US,1576940
MQ.US,1522540
TCBK.US,356171
ITG.US,2110117
NLST.US,1282631
TSLX.US,1508655
AI.US,1577526
IMCR.US,1671927
EFC.US,1411342
PSQL.US,2119292
CBL.US,910612
RLJ.US,1511337
IE.US,1879016
LIND.US,1512499
PIII.US,1832511
OBK.US,1516912
QCRH.US,906465
LCID.US,1811210
PRKS.US,1564902
ARCO.US,1508478
AAT.US,1500217
HUN.US,1307954
PGY.US,1883085
SID.US,1049659
MGRT.US,2033377
AMPL.US,1866692
JBLU.US,1158463
PBT.US,319654
BL.US,1666134
PRGS.US,876167
CTS.US,26058
NTLA.US,1652130
TSHA.US,1806310
WWW.US,110471
CASH.US,907471
FTRE.US,1965040
SNDX.US,1395937
WB.US,1595761
ETON.US,1710340
INBX.US,2007919
FOIL.US,2006960
ATEX.US,1304492
OPRA.US,1737450
ANIP.US,1023024
ATEC.US,1350653
ANAB.US,1370053
GLOB.US,1557860
DSGR.US,703604
TRIN.US,1786108
GTBIF.US,1795139
KMPR.US,860748
NVAX.US,1000694
EBCRY.US,1969796
CNOB.US,712771
HAWK.US,1750704
RQI.US,1157842
HYT.US,1222401
WLTH.US,1524566
GT.US,42582
TFIN.US,1539638
APC.US,2080921
IMKTA.US,50493
ADIG.US,2105139
GAM.US,40417
JJSF.US,785956
CPRI.US,1530721
FRNM.US,2017526
BCAT.US,1809541
IIPR.US,1677576
NAT.US,1000177
ARDT.US,1756655
DCH.US,1062231
ICFI.US,1362004
CSWC.US,17313
AMBQ.US,1500412
NOMD.US,1651717
AVLN.US,1540171
AAPG.US,2023311
BCAX.US,2023658
AGL.US,1831097
SAFT.US,1172052
MBC.US,1941365
ADNT.US,1670541
HCSG.US,731012
LNXSY.US,1311307
COUR.US,1651562
LKFN.US,721994
IAUX.US,1853962
RVLV.US,1746618
SVV.US,1883313
SBH.US,1368458
VISN.US,1517228
NMAX.US,2026478
DMC.US,1047340
OMCL.US,926326
GIC.US,945114
INVA.US,1080014
QQQX.US,1608741
LYNX.US,2132582
ECAT.US,1864843
NFJ.US,1260563
INNV.US,1834376
AVVSY.US,2082141
PRG.US,1808834
MLKN.US,66382
LTGO.US,2056611
WEN.US,30697
CRSR.US,1743759
DMLP.US,1172358
ESQ.US,1531031
TPB.US,1290677
PWP.US,1777835
XZO.US,1873951
WBTN.US,1997859
LBRX.US,1691082
PAHC.US,1069899
BHRB.US,1964333
APPS.US,317788
AMAL.US,1823608
ABSI.US,1672688
RES.US,742278
PEBO.US,318300
AMSC.US,880807
ARLO.US,1736946
TEN.US,1166663
AVBP.US,1868279
FMC.US,37785
UFCS.US,101199
EOSE.US,1805077
TMP.US,1005817
SDGR.US,1490978
RARE.US,1515673
SLVM.US,1856485
BTT.US,1528437
BXBL.US,1906364
ENR.US,1632790
PUMP.US,1680247
NVGS.US,1581804
GOLD.US,1591588
SBCLY.US,2087852
CTBI.US,350852
WD.US,1497770
RIOFF.US,1743235
SCL.US,94049
HPP.US,1482512
EYE.US,1710155
VZLA.US,1796073
CNMD.US,816956
AMPX.US,1899287
TRS.US,842633
POET.US,1437424
FUN.US,1999001
PNTG.US,1766400
BBAI.US,1836981
REX.US,744187
MAZE.US,1842295
ROCK.US,912562
HLMN.US,1822492
ELE.US,2086771
SFDMY.US,1493507
FOR.US,1406587
WABC.US,311094
NBR.US,1163739
NUTX.US,1479681
TBN.US,1997652
WOLF.US,895419
XERS.US,1867096
FMBH.US,700565
AZTA.US,933974
TE.US,1992243
VOR.US,1817229
OMER.US,1285819
IMTX.US,1809196
PRSU.US,884219
SECZ.US,2094496
BRUN.US,2090646
RMIX.US,2094433
KMTS.US,1877184
TYRA.US,1863127
CCEC.US,1392326
GBX.US,923120
XPEL.US,1767258
LQDT.US,1235468
AKTS.US,2035832
DRTS.US,1871321
HBT.US,775215
UMH.US,752642
HLIT.US,851310
ASIC.US,2040491
SLSR.US,2019103
RYZ.US,1481582
BORR.US,1715497
OPY.US,791963
IRS.US,933267
ESRT.US,1541401
CNL.US,1953575
OSBC.US,357173
HROW.US,1360214
ULCC.US,1670076
NSSC.US,69633
FLO.US,1128928
AMN.US,1142750
TRAX.US,2091349
LSPD.US,1823306
PSNY.US,1884082
CXM.US,1569345
EFOR.US,890564
SPTX.US,2042347
SENEA.US,88948
BJRI.US,1013488
FCEL.US,886128
ALX.US,3499
AZUL.US,1432364
AMRC.US,1488139
DOLE.US,1857475
CGEM.US,1789972
VTOL.US,1525221
ORIC.US,1796280
ORC.US,1518621
TV.US,912892
ANRO.US,1999480
WLDN.US,1370450
EPC.US,1096752
HLF.US,1180262
TK.US,911971
MGTX.US,1735438
MSDL.US,1782524
LZB.US,57131
UVE.US,891166
PFBC.US,1492165
JCAP.US,2046042
CDRE.US,1860543
RCAT.US,748268
LADR.US,1577670
PCT.US,1830033
GLUE.US,1826457
REPL.US,1737953
NBXG.US,1843181
CCO.US,1334978
SBE.US,2133037
VCX.US,1867090
AFYA.US,1771007
SHLS.US,1831651
TNDM.US,1438133
IART.US,917520
GIII.US,821002
MNKD.US,899460
OMDA.US,1611115
CLBK.US,2115119
AORT.US,784199
WLFC.US,1018164
RDVT.US,1720116
ALMS.US,1847367
MNSKY.US,1584297
THRM.US,903129
PDM.US,1042776
LNN.US,836157
CRCT.US,1828962
DSL.US,1566388
REAL.US,1573221
ODTX.US,1882782
SCSC.US,918965
CLVT.US,1764046
MMI.US,1578732
DFIN.US,1669811
TNC.US,97134
RDWR.US,1094366
CMRF.US,1498547
BRAI.US,2076975
USPH.US,885978
SLBT.US,2070534
UVSP.US,102212
HFWA.US,1046025
NXRT.US,1620393
VYX.US,70866
BH-A.US,1726173
GNK.US,1326200
DEA.US,1622194
HBNB.US,2054507
MUX.US,314203
NHP.US,1561032
OPK.US,944809
PRCT.US,1588978
LGIH.US,1580670
AIIR.US,2097725
UMAC.US,1956955
HZO.US,1057060
CRON.US,1656472
YELP.US,1345016
GDRX.US,1809519
BW.US,1630805
ESBA.US,1553079
ARHS.US,1875444
AMTB.US,1734342
SPH.US,1005210
PDS.US,1013605
FSBC.US,1275168
XTND.US,2111860
PSEC.US,1287032
CERT.US,1827090
AVEX.US,2096300
AVO.US,1802974
EOS.US,1308335
DFH.US,1825088
EVCM.US,1853145
AIP.US,1667011
LOMA.US,1711375
MYE.US,69488
UVV.US,102037
NPKI.US,71829
MRTN.US,799167
ASA.US,1230869
MCB.US,1476034
JBIO.US,1798749
HSLV.US,2013223
UTI.US,1261654
TDOC.US,1477449
GO.US,1771515
GTM.US,1794515
CRI.US,1060822
APMD.US,1745648
TUYA.US,1829118
BOW.US,2002473
WINA.US,908315
OCSL.US,1414932
OBX.US,2130606
STAA.US,718937
AOD.US,1379400
PD.US,1568100
ASM.US,316888
NPK.US,80172
IGIC.US,1794338
YSS.US,2086587
ECVT.US,1708035
CBRL.US,1067294
LMRI.US,2071288
SVRA.US,1160308
CPPKF.US,1691710
ENOV.US,1420800
SBR.US,710752
BFS.US,907254
CFFN.US,1490906
TRUP.US,1371285
UPWK.US,1627475
DLX.US,27996
CRVS.US,1626971
CRF.US,33934
SGML.US,1848309
XIFR.US,1603145
AEVA.US,1789029
GSBD.US,1572694
BRBR.US,1772016
CPAC.US,1221029
NEWP.US,1369085
MLTX.US,1821586
TALMF.US,2001201
MALG.US,1309251
MSEX.US,66004
JANX.US,1817713
UPBD.US,933036
LAC.US,1966983
MBWM.US,1042729
HPK.US,1792849
VMET.US,2080073
CII.US,1278895
TRIP.US,1526520
LU.US,1816007
CMP.US,1227654
FSCO.US,1568194
ETW.US,1322435
LTGHY.US,1569963
IRMD.US,1325618
QNST.US,1117297
ATTO.US,2058707
GLIBA.US,2057463
BV.US,1734713
GPRE.US,1309402
FPF.US,1567569
BTX.US,1836057
QFIN.US,1741530
YKCLY.US,2107946
RHLD.US,2039497
ITRN.US,1337117
KURA.US,1422143
BMEZ.US,1785971
TBLA.US,1840502
CSR.US,798359
GHM.US,716314
EQBK.US,1227500
LZ.US,1286139
BFST.US,1624322
CRAI.US,1053706
CCNE.US,736772
ABTC.US,1755953
OI.US,812074
HRTG.US,1598665
MCBS.US,1747068
RAJAF.US,1885680
ANL.US,1944552
DEC.US,1922446
SIFY.US,1094324
ABUS.US,1447028
PCRX.US,1396814
LGSXY.US,1447221
CHY.US,1222719
HBNC.US,706129
TTI.US,844965
LUXE.US,1831907
NWPX.US,1001385
ANGX.US,1865200
SBGI.US,1971213
AMPH.US,1297184
CHI.US,1171471
NBBK.US,1979330
TRST.US,357301
JMIA.US,1756708
SAFE.US,1095651
SOC.US,1831481
NX.US,1423221
FTK.US,928054
CSTL.US,1447362
PTA.US,1793882
FMCB.US,1085913
DXYZ.US,1843974
BCX.US,1506289
VRTS.US,883237
ELVR.US,1739016
LAR.US,1440972
CAC.US,750686
CPF.US,701347
MUC.US,1051004
CRML.US,1951089
UTL.US,755001
IBTA.US,1538379
SYNSY.US,2004340
PDX.US,1756908
PSIX.US,1137091
ABR.US,1253986
PXED.US,1600222
ASTE.US,792987
SBSI.US,705432
SLDB.US,1707502
ACDC.US,1881487
MTA.US,1722606
IVA.US,1756594
BUR.US,1714174
FTH.US,1829802
FEIM.US,39020
FRBT.US,1925062
HELP.US,1833141
REPX.US,1001614
ACEL.US,1698991
RNP.US,1224450
ARDX.US,1437402
HAFC.US,1109242
BBN.US,1493683
HTLD.US,799233
SANA.US,1770121
TDAY.US,1579684
HEPS.US,1850235
MPB.US,879635
KRT.US,1758021
ABX.US,1814287
FET.US,1401257
KRO.US,1257640
SGP.US,1778922
OXLC.US,1495222
FMNB.US,709337
AEBI.US,2048519
PLOW.US,1287213
GFR.US,1966287
CIM.US,1409493
THFF.US,714562
MSSHY.US,2087844
PSTL.US,1759774
QMCO.US,709283
RZLV.US,1920294
