symbol,cik
BBDC.US,1379785
STK.US,1471420
IQ.US,1722608
KFRC.US,930420
DSGN.US,1807120
WVE.US,1631574
FFMGF.US,1641229
KODK.US,31235
OLMA.US,1750284
CBLL.US,1861107
BTGO.US,1740604
FCBC.US,859070
WRLD.US,108385
DJCO.US,783412
RPC.US,1841968
SCZM.US,1548536
AVTX.US,1534120
RIGL.US,1034842
EVLV.US,1805385
DAKT.US,915779
BVS.US,1665988
SVC.US,945394
CVLG.US,928658
EIG.US,1379041
BZH.US,915840
LXRX.US,1062822
NNE.US,1923891
SMBK.US,1038773
RBTK.US,1594204
SMPL.US,1702744
TBPH.US,1583107
PLTK.US,1828016
TIGR.US,1756699
KOP.US,1315257
FSSL.US,2065812
MNTN.US,1891027
RERE.US,1838957
HTD.US,1260041
AIO.US,1778114
NANO.US,2101833
JBGS.US,1689796
MAKO.US,1784930
NAVI.US,1593538
NXDR.US,1846069
GSBC.US,854560
VPG.US,1487952
IMMX.US,1873835
CSIQ.US,1375877
CAPL.US,1538849
NRK.US,1195739
SABR.US,1597033
GERN.US,886744
ODD.US,1907085
MFA.US,1055160
CCBG.US,726601
OGG.US,1431852
CRESY.US,1034957
PCN.US,1160990
CRTO.US,1576427
AWF.US,906013
HAPVY.US,1869666
SB.US,1434754
ARI.US,1467760
SMP.US,93389
BKSY.US,1753539
INMD.US,1742692
KBDC.US,1747172
SG.US,1477815
TXO.US,1559432
SXC.US,1514705
KOPN.US,771266
ADSE.US,1879248
HSTM.US,1095565
OBE.US,1334388
HSHP.US,1959455
HIPO.US,1828105
SPFI.US,1163668
EGBN.US,1050441
DSP.US,1828791
FOXF.US,1424929
MCS.US,62234
RXT.US,1810019
HIVE.US,1720424
ORRF.US,826154
CODI.US,1345126
LXU.US,60714
YALA.US,1794350
BAK.US,1071438
ROOT.US,1788882
EVER.US,1640428
REF.US,1787117
SIBN.US,1459839
ALRS.US,903419
SKYH.US,1823587
CLYM.US,1768446
PEO.US,216851
RJET.US,810332
JBSS.US,880117
HBIA.US,732417
APEI.US,1201792
CEVA.US,1173489
QDEL.US,1906324
SLN.US,1479615
PHK.US,1219360
ADAM.US,1273685
AHCO.US,1725255
PGC.US,1050743
HQ.US,2088256
EOI.US,1300391
LWLG.US,1325964
RSKD.US,1851112
BBSI.US,902791
FISI.US,862831
AVR.US,2011514
SMBC.US,916907
FINV.US,1691445
SUPV.US,1517399
GROY.US,1834026
HTB.US,1538263
MTUS.US,1598428
LINC.US,1286613
KPLT.US,1785424
WGO.US,107687
PHAR.US,1828316
TRNS.US,99302
CADL.US,1841387
NAK.US,1164771
EVC.US,1109116
APOG.US,6845
DQ.US,1477641
CYRX.US,1124524
STRW.US,1782430
NRGV.US,1828536
THQ.US,1604522
CGBD.US,1544206
SHBI.US,1035092
AOSL.US,1387467
ACRS.US,1557746
GCMG.US,1819796
VTS.US,1944558
VREX.US,1681622
DC.US,1852353
NVCT.US,1875558
MITK.US,807863
KDK.US,1853138
CTO.US,23795
INDI.US,1841925
GOOS.US,1690511
LUCK.US,1840572
KRNGY.US,1494191
RVI.US,2085091
IBCP.US,39311
WASH.US,737468
DBVT.US,1613780
GDOT.US,1386278
BTO.US,925683
ANNX.US,1528115
GILT.US,897322
MQY.US,890196
THSGF.US,1832803
MEGI.US,1855066
WLKP.US,1604665
BLZE.US,1462056
PUBM.US,1422930
WEST.US,1806347
GRPN.US,1490281
ASC.US,1577437
GLAS.US,1848731
VLRS.US,1520504
MTW.US,61986
FFC.US,1174164
TCBX.US,1781730
LYTS.US,763532
FPH.US,1574197
MNPR.US,1645469
SATL.US,1874315
TASK.US,1829864
UAMY.US,101538
MFIC.US,1278752
BCSF.US,1655050
FDUS.US,1513363
WYFI.US,2042022
BLMN.US,1546417
EVEX.US,1823652
CDNL.US,2079999
SWIM.US,1833197
GPRK.US,1464591
BWMN.US,1847590
PAYS.US,1496443
TRON.US,1956744
AURA.US,1501796
HNRG.US,788965
IMC.US,2098395
HTZ.US,1657853
MOV.US,72573
RMT.US,912147
ACHV.US,949858
BBNX.US,1674632
FDMT.US,1650648
PAR.US,708821
VBNK.US,1690639
CCB.US,1437958
AROW.US,717538
CARE.US,1829576
GYRE.US,1124105
PROK.US,1850270
PFIS.US,1056943
NIE.US,1383441
ZVRA.US,1434647
CBIO.US,1253689
CTMX.US,1501989
NGNE.US,1404644
DGICA.US,800457
PRAA.US,1185348
MOMO.US,1610601
SMWB.US,1842731
VEL.US,1692376
NABL.US,1834488
CWBC.US,1127371
HDL.US,1995306
CSHR.US,2087587
TROX.US,1530804
COLL.US,1267565
YSWY.US,1859836
CASS.US,708781
WOOF.US,1826470
PFLT.US,1504619
BUI.US,1528988
MAMA.US,1520358
BCAL.US,1795815
ISOU.US,1997377
RPD.US,1560327
ARRY.US,1820721
AMRQF.US,2076631
ASGI.US,1793855
IVR.US,1437071
MRRDF.US,1839886
METC.US,1687187
HYLN.US,1759631
GMRS.US,1898718
CCXI.US,2074973
FWRG.US,1789940
LOT.US,1962746
MSBI.US,1466026
HOV.US,357294
CCD.US,1602584
KRNT.US,1625791
LOGC.US,2064307
ENVX.US,1828318
OFRM.US,1696556
PKE.US,76267
MLAB.US,724004
TBLD.US,1820378
CAZGF.US,2074220
PZZA.US,901491
NMFC.US,1496099
SGMT.US,1400118
SSYS.US,1517396
BHB.US,743367
RRBI.US,1071236
OPFI.US,1818502
IPX.US,1898601
PKOH.US,76282
NRDY.US,1819404
CCSI.US,1866633
RA.US,1655099
PHAT.US,1783183
GFUZ.US,2074850
WHK.US,1921603
VSTM.US,1526119
IRWD.US,1446847
MATV.US,1000623
PINWF.US,2059573
BIT.US,1562818
BLDP.US,1453015
MDXG.US,1376339
SSII.US,1676163
DLY.US,1788399
CNNE.US,1704720
GRNT.US,1928446
ALPIB.US,872716
NGVC.US,1547459
SCHL.US,866729
TIPT.US,1393726
SLRC.US,1418076
LEGH.US,1436208
ACNB.US,715579
SWRD.US,1795851
SPT.US,1517375
PFN.US,1296250
EGY.US,894627
AUXX.US,1961592
MUA.US,901243
AGMB.US,2020932
AGNT.US,1495932
ONT.US,1643615
TCGLF.US,2047190
OIO.US,1957538
BUUU.US,2047273
PAXS.US,1886878
SOPH.US,1840706
DMII.US,2040475
FBRT.US,1562528
BOT.US,2081119
SHEN.US,354963
ALT.US,1326190
NFGC.US,1840616
GDYN.US,1743725
WDI.US,1819559
VLGEA.US,103595
RHNO.US,1785493
IGR.US,1268884
YEXT.US,1614178
PHR.US,1412408
CLDT.US,1476045
AHG.US,1702318
ANGO.US,1275187
EACO.US,784539
DDI.US,1799567
HELE.US,916789
MG.US,1436126
NUAI.US,2028336
VALN.US,1836564
STTK.US,1680367
WCCB.US,2105965
NVRI.US,2104052
DRUG.US,1827401
STLN.US,1799191
OOMA.US,1327688
SWMR.US,2092574
JBI.US,1839839
BXC.US,1301787
KE.US,1606757
NKX.US,1195738
MLR.US,924822
EVOH.US,1700844
YB.US,1995520
MATW.US,63296
ALLO.US,1737287
VINP.US,1826286
LPTH.US,889971
CARS.US,1683606
CRMD.US,1410098
RSVR.US,1824403
WTI.US,1288403
GOOD.US,1234006
KRNY.US,1617242
VREOF.US,1771706
MAX.US,1818383
GSKRF.US,1944955
IMSR.US,2019804
EVO.US,1412558
CTGO.US,1502377
MPLT.US,1770069
INN.US,1497645
NML.US,1562051
OSPN.US,1044777
BWMX.US,1788257
HY.US,1173514
ADTN.US,926282
FBIZ.US,1521951
ASMB.US,1426800
ACP.US,1503290
GCBC.US,1070524
BLSM.US,1839970
UNTY.US,920427
AHRT.US,1569187
CTEV.US,1793229
DSU.US,1051003
REEMF.US,1419806
LMB.US,1606163
DCBO.US,1829959
RGR.US,95029
EVAC.US,2042902
BCSS.US,2064355
NRDS.US,1625278
AQST.US,1398733
OCS.US,1953530
JKS.US,1481513
VTEX.US,1793663
ZNOG.US,1131312
NCDL.US,1737924
BWB.US,1341317
NTGR.US,1122904
NPB.US,1336706
SFST.US,1090009
FAX.US,790500
CXII.US,2114227
CEPF.US,2034267
CTKB.US,1831915
CBNK.US,1419536
IIIN.US,764401
SPPP.US,1539190
CRD-A.US,25475
CGNT.US,1824814
SWBI.US,1092796
TWN.US,804123
ALOY.US,1567900
WEAV.US,1609151
CMDB.US,2033535
ITRG.US,1722387
HNST.US,1530979
OABI.US,1846253
NRIM.US,1163370
RYAM.US,1597672
GUT.US,1080720
PRME.US,1894562
GEMI.US,2055592
BMM.US,1732379
CLB.US,1958086
SLDP.US,1844862
KIDS.US,1425450
SCTX.US,1853921
BTBT.US,1710350
NKLR.US,2067627
CIVB.US,944745
FAC.US,2049662
TRTX.US,1630472
TECX.US,1681087
TMQ.US,1543418
IIM.US,885601
NDMO.US,1793129
UHT.US,798783
RGNX.US,1590877
GAU.US,1377757
BRSP.US,1717547
MSIF.US,1535778
ITIC.US,720858
TITN.US,1409171
FVR.US,1988494
DNUT.US,1857154
FWRD.US,912728
NOAH.US,1499543
AEXA.US,2079173
BWAY.US,1505065
ETJ.US,1395325
CTNM.US,1855175
FLGT.US,1674930
DBCA.US,2095161
NB.US,1512228
ETD.US,896156
SVMB.US,1647822
ARVN.US,1655759
EPRX.US,1581178
NMCO.US,1774342
DCTH.US,872912
TLRY.US,1731348
KELYA.US,55135
XMAX.US,1473334
PANL.US,1606909
DDD.US,910638
SLI.US,1537137
ROMA.US,1945240
WRN.US,1364125
HBCP.US,1436425
GHXI.US,2086438
THW.US,1635977
BWFG.US,1505732
ENRD.US,2095096
SD.US,1349436
IIIV.US,1728688
YORW.US,108985
TMS.US,2048951
VRRM.US,1682745
VGM.US,880892
LAES.US,1951222
HKD.US,1809691
ESEA.US,1341170
BGY.US,1393299
BSRR.US,1130144
IPI.US,1421461
XRN.US,1533615
IBEX.US,1720420
OVID.US,1636651
MMU.US,886043
BBCP.US,1703956
BSVN.US,1746129
OIS.US,1121484
EOLS.US,1570562
PBAM.US,1705284
BDN.US,790816
NEXN.US,1849396
QUAD.US,1481792
ILPT.US,1717307
VHI.US,59255
MEI.US,65270
CLMB.US,945983
ALTI.US,1838615
WNC.US,879526
CMCO.US,1005229
GCGR.US,2108962
CSV.US,1016281
OBT.US,1754226
URG.US,1375205
IRD.US,1228627
OLP.US,712770
ASPI.US,1921865
COFS.US,803164
ETO.US,1281926
ARKO.US,1823794
ZURA.US,1855644
TCMD.US,1027838
AII.US,2007587
NWAX.US,2074878
CERS.US,1020214
TATT.US,808439
AUTL.US,1730463
ARTV.US,1817241
DPG.US,1515671
MEVO.US,2087361
CAPR.US,1133869
WTBA.US,1166928
AAC.US,2128115
ENTX.US,1638097
GOTU.US,1768259
IGD.US,1285890
GTN.US,43196
GUG.US,1864208
ELMT.US,2101698
FCCN.US,1131903
AMCX.US,1514991
KRUS.US,1772177
FGOVF.US,1064052
ABXXF.US,1971975
GRVY.US,1313310
CTRN.US,1318484
FWDI.US,38264
HKHC.US,88000
CMCL.US,766011
PDLB.US,1874071
PRTH.US,1653558
MEC.US,1766368
ECC.US,1604174
IDR.US,1030192
MBUU.US,1590976
FMAO.US,792966
VCV.US,895531
GLRE.US,1385613
NVEC.US,724910
RLMD.US,1553643
KRSP.US,2074872
NGS.US,1084991
NMAI.US,1861115
CCOI.US,1158324
MCFT.US,1638290
MTC.US,1742518
BLW.US,1233681
NPCE.US,1528287
IFN.US,917100
BRTM.US,2131350
SPRY.US,1671858
ULH.US,1308208
GORO.US,1515964
GIW.US,2080019
EIM.US,1176984
FTHY.US,1810523
EIKN.US,1861123
CRAN.US,2081358
TWI.US,899751
OWLS.US,2025416
GTEN.US,1986817
MFI.US,1940941
OXM.US,75288
BVSFF.US,1452492
JOUT.US,788329
FPI.US,1591670
PBYI.US,1401667
BALY.US,1747079
BMBL.US,1830043
CABA.US,1759138
ATNI.US,879585
HUYA.US,1728190
SMC.US,2024218
CZNC.US,810958
EVH.US,1628908
APXT.US,2079253
DDL.US,1854545
CBK.US,1981546
LXFR.US,1096056
LOCO.US,1606366
NRC.US,70487
GHY.US,1554697
KREF.US,1631596
ZKH.US,1862044
FFA.US,1291334
SBC.US,1930313
PRTA.US,1559053
ADUR.US,1863934
SENS.US,1616543
SRTA.US,1779128
SEAH.US,2075786
KMDA.US,1567529
ETB.US,1308927
VOGX.US,1903784
CBAN.US,711669
XRX.US,1770450
VVR.US,1059386
KYTX.US,1994702
AMSF.US,1018979
DNA.US,1830214
SGHT.US,1531177
RBB.US,1499422
CWCO.US,928340
ASTL.US,1860805
BMRC.US,1403475
KIO.US,1515940
BGR.US,1306550
ACTG.US,934549
MCTA.US,2035992
CIX.US,1049606
SPIR.US,1816017
ALIT.US,1809104
IEAG.US,2084396
ASIX.US,1673985
MTLS.US,1091223
KBON.US,2088749
SPCE.US,1706946
SPNV.US,2141512
NMG.US,1649752
MBVI.US,2073928
REAX.US,2136387
NPFD.US,1865389
PWRL.US,2052053
ACIC.US,1401521
STRZ.US,929351
GLAD.US,1143513
PBFS.US,1769663
CGC.US,1737927
TRC.US,96869
RWT.US,930236
IACO.US,2091176
ADV.US,1776661
MESH.US,2081468
JRI.US,1539337
ORBS.US,1892492
CPS.US,1320461
CAL.US,14707
KRAQ.US,2082119
PLBC.US,1168455
GBLI.US,1494904
TLNC.US,2073340
HVT.US,216085
NIKA.US,1145604
GMTL.US,2039972
EVGO.US,1821159
ARCT.US,1768224
USCB.US,1901637
RMNI.US,1635282
IMXI.US,1683695
FISN.US,1918102
VRNO.US,1848416
FRPH.US,844059
CDRO.US,1866782
WEYS.US,106532
SGU.US,1002590
PTOR.US,2093912
ISTR.US,1602658
AVIR.US,1593899
HPS.US,1215913
BNTC.US,1808898
ECX.US,1861974
CLPT.US,1285550
CHCT.US,1631569
KFII.US,2029976
FINS.US,1745059
IHRT.US,1400891
MAGN.US,41719
LRMR.US,1374690
VITL.US,1579733
CCCC.US,1662579
EVN.US,1074540
RZLT.US,1509261
GNE.US,1528356
BCCQ.US,2128045
EDIT.US,1650664
CYH.US,1108109
BTQ.US,1821866
BOC.US,1494582
PHOE.US,2035709
LAND.US,1495240
ASPN.US,1145986
SOHU.US,1734107
NXG.US,1506488
CLBR.US,2091024
CARL.US,1794546
CINT.US,1868995
CHMG.US,763563
PKBK.US,1315399
HFRO.US,1710680
TTRX.US,2023016
CLFD.US,796505
OTLY.US,1843586
MVBF.US,1277902
DSC.US,1966041
DFP.US,1559991
CRAQ.US,2058359
OSPR.US,2113481
PACB.US,1299130
AIOT.US,1774170
TRVG.US,1683825
REI.US,1384195
ISD.US,1534880
AXG.US,1959224
AVBC.US,2058758
MCI.US,275694
NPAC.US,2048948
AEF.US,846676
FCBM.US,1531193
NATH.US,69733
RNGR.US,1699039
HBB.US,1709164
VOXR.US,1907909
BBOT.US,1869105
FRST.US,1325670
RTAC.US,2035173
NREF.US,1786248
SHIP.US,1448397
CZFS.US,739421
TMCR.US,2087398
PESI.US,891532
SICOF.US,2117702
MRAM.US,1438423
FSTR.US,352825
OPTU.US,1702780
MNRO.US,876427
TACO.US,2033122
SAAQ.US,2091222
PCAP.US,2056634
PRE.US,1876431
FNLC.US,765207
ZKP.US,2087447
MASS.US,1555279
SCGX.US,1277575
SFIX.US,1576942
WENN.US,2057043
HTT.US,1692705
FIP.US,1899883
RDAG.US,2055459
MTAL.US,2107724
GALT.US,1133416
WCT.US,1990251
GUAC.US,2081515
SERV.US,1832483
KNOP.US,1564180
PCB.US,1423869
BNED.US,1634117
ACCO.US,712034
GCO.US,18498
SI.US,1699350
EVMN.US,2044725
SDHY.US,1812923
DGXX.US,1854368
FENC.US,1211583
GEVO.US,1392380
CWH.US,1669779
WSBF.US,1569994
CCCT.US,2123471
AUNA.US,1799207
BIOA.US,1709941
RLGT.US,1171155
GTE.US,1273441
PERI.US,1338940
CRNC.US,1768267
VKI.US,908993
ERII.US,1421517
YICC.US,2130386
KEYY.US,2102771
CURR.US,1862935
MNTK.US,1826600
HACQ.US,2089982
ENTA.US,1177648
GRRR.US,1903145
ORN.US,1402829
TREE.US,1434621
MZYX.US,2097376
ALOV.US,2083989
NWFL.US,1013272
SLP.US,1023459
AIV.US,922864
GBAB.US,1495825
ARTNA.US,863110
LWAY.US,814586
TRX.US,1173643
PRLD.US,1678660
DSX.US,1318885
OPI.US,1456772
ALLT.US,1365767
CNCK.US,1913847
FVAV.US,1850733
EAD.US,1210123
QNC.US,2106613
NECB.US,1847398
FDMM.US,2129659
BKKT.US,1820302
LEO.US,818972
FCRS.US,2074697
SCTH.US,1703157
SDHI.US,2034037
BRBS.US,842717
GSRV.US,2111762
GIX.US,2098712
RR.US,1963685
LDI.US,1831631
CCAP.US,1633336
WDH.US,1823986
OIM.US,2088325
NOA.US,1368519
LSAK.US,1041514
PALI.US,1357459
PFL.US,1244183
TSBK.US,1046050
ALUB.US,2041493
OPRT.US,1538716
OFIX.US,884624
TACH.US,2009183
TKNO.US,1850902
OBIO.US,1814114
VALU.US,717720
RBBN.US,1708055
OTGA.US,2077010
RCKT.US,1281895
CMPX.US,1738021
CDPMF.US,2046223
CLNE.US,1368265
FOF.US,1375340
INDP.US,1857044
CCII.US,2064683
DIN.US,49754
KCHV.US,2053799
AMAC.US,2110119
TWIN.US,100378
ARCI.US,2083910
ACAA.US,2096900
MIY.US,890393
ARQQ.US,1859690
PAII.US,2069238
SOUL.US,2025608
MYN.US,882150
HCIC.US,2099093
EYPT.US,1314102
JILL.US,1687932
NEWT.US,1587987
BDCI.US,2042292
GOGO.US,1537054
IPSC.US,1850119
OYSE.US,2042182
MOVE.US,1734750
NAN.US,1074769
GASS.US,1328919
CION.US,1534254
BLZR.US,2075310
SCD.US,1270131
AXIN.US,2057030
SBXE.US,2081909
FUBO.US,1484769
LZM.US,1958217
PPHC.US,1903508
CVEO.US,1590584
AVBH.US,1443575
ELA.US,701719
MPTI.US,1902314
DMAC.US,1401040
NXH.US,1130713
HCMA.US,2069856
LXEO.US,1907108
WHGOF.US,1423867
JONE.US,2129056
SORN.US,2086263
PINE.US,1786117
VFF.US,1584549
XFOR.US,1501697
DSAC.US,2082149
FTW.US,2083125
BBW.US,1113809
SHOE.US,895447
AWP.US,1390195
TDUP.US,1484778
API.US,1802883
JGH.US,1615905
OCGN.US,1372299
ATAC.US,2135163
FXHO.US,1789299
TWFG.US,2007596
EH.US,1759783
HIX.US,1058239
INRE.US,1528985
TCI.US,733590
FSBW.US,1530249
IA.US,836690
MOBI.US,1489993
AACI.US,2092897
VELO.US,1825079
ABAT.US,1576873
SUJA.US,1934114
SION.US,2036042
CGCF.US,2126043
TCPC.US,1370755
SPXX.US,1338561
BLND.US,1855747
PACK.US,1712463
CAII.US,2115404
IPFX.US,2102041
EMF.US,809708
BORAY.US,2097461
BEAG.US,1852207
SNDL.US,1766600
BLUW.US,2050501
ZNTL.US,1725160
PNRG.US,56868
XRPN.US,2044009
VMD.US,1729149
QTTB.US,1661998
FVCB.US,1675644
KTF.US,839533
ZTR.US,836412
RREV.US,2123969
CV.US,1378325
TAKOF.US,1547452
IKT.US,1750149
SUPX.US,1897087
OPAL.US,1842279
FLXS.US,37472
SEG.US,2009684
PSFE.US,1833835
FERA.US,2025401
CEPV.US,2034266
BCML.US,1730984
COSO.US,1297107
RCKY.US,895456
CLW.US,1441236
DRDB.US,2032528
SZZL.US,2030663
BGT.US,1287480
PACH.US,2040381
HRZN.US,1487428
OBA.US,2034313
RMR.US,1644378
JMSB.US,1710482
CD.US,1527762
HLLY.US,1822928
BRW.US,826020
AENT.US,1823584
OEC.US,1609804
NNDM.US,1643303
EVOX.US,2077954
BKT.US,832327
ALDF.US,2031561
FVRR.US,1762301
KOYN.US,2068454
IACQ.US,2122505
NLCP.US,1854964
CAES.US,2087965
CATX.US,728387
SMTI.US,714256
EBS.US,1367644
PMTR.US,2061473
ASG.US,786035
HPF.US,1189740
ELVA.US,1844450
MGPI.US,835011
FCCO.US,932781
AGCC.US,2060016
BFNH.US,1310488
RNGT.US,2078653
JACS.US,2039058
FDBC.US,1098151
MLP.US,63330
SAC.US,2082844
MSC.US,1713334
TVA.US,2033991
XNET.US,1510593
POLE.US,2025341
PLTS.US,2053033
MYGN.US,899923
AEAQ.US,2083689
VCRE.US,2124403
IPXG.US,2088805
SITKF.US,1747657
ATII.US,2028516
FUND.US,825202
UPB.US,2022626
RPAY.US,1720592
BRVMF.US,1913288
HYAC.US,2111838
TEI.US,909112
AACO.US,2099906
CAQ.US,2100125
LEGO.US,2087450
ILLU.US,2101135
SVIV.US,2098242
SABS.US,1833214
ABEO.US,318306
CLLS.US,1627281
PSBD.US,1794776
RAC.US,2047497
CCFN.US,731122
NODK.US,1681206
LPBB.US,2023676
AGEN.US,1098972
VNDA.US,1347178
LWAC.US,2061379
IFRX.US,1708688
FRD.US,39092
NEGG.US,1474627
VHCP.US,2086264
TMTS.US,2097364
LE.US,799288
ITHA.US,2080985
RFMZ.US,1817159
GTERA.US,2043766
MXF.US,65433
EFR.US,1258623
ZIP.US,1617553
CFFI.US,913341
CDZI.US,727273
ALTO.US,778164
FNKO.US,1704711
BIXI.US,2082542
MYFW.US,1327607
CBNA.US,1392272
RCEL.US,1762303
JENA.US,2060337
NC.US,789933
RM.US,1519401
EFTY.US,2058349
MTRX.US,866273
AFRI.US,1903870
HVMC.US,2070602
QLEP.US,2102155
GSRF.US,2072404
NNBR.US,918541
TLS.US,320121
ISBA.US,842517
CUVL.US,1290877
FBYD.US,1937987
MRLN.US,2028707
BPRN.US,1913971
XFLT.US,1703079
GPAC.US,2085408
BRBI.US,2058601
SVAQ.US,2085659
RFI.US,891290
ANVI.US,1570132
LYEL.US,1806952
HCAC.US,2079013
IRHO.US,2051985
GBFH.US,1791145
KLC.US,1873529
PTLO.US,1871509
NHIC.US,2043699
AACP.US,2102123
TMCI.US,1630627
CMRC.US,1626450
DBI.US,1319947
TII.US,1791703
MTNE.US,2044817
SLNH.US,64463
GLOO.US,2069785
ALCO.US,3545
BACC.US,2059654
PHOS.US,1490078
SRV.US,1400897
ARDC.US,1515324
HWBK.US,893847
RIV.US,1501072
ACGC.US,2111542
AMRN.US,897448
OVLY.US,1431567
FULC.US,1680581
NCZ.US,1227857
ADAC.US,2083002
TLSI.US,1826667
FGII.US,2090452
JWSMF.US,1831359
KPET.US,2095297
LPCV.US,2083728
GPRO.US,1500435
UCFI.US,1901203
FOSL.US,883569
PDYN.US,1826681
SHOT.US,2104879
XPER.US,1788999
ATLO.US,1132651
ONIT.US,873860
RCMT.US,700841
NXDT.US,1356115
OPTX.US,1866816
SSP.US,832428
TDRRF.US,1921050
CUB.US,2015955
ATLQ.US,2128739
FUNC.US,763907
FRAF.US,723646
FNRN.US,1114927
BDSX.US,1439725
SVRSF.US,1682056
NNNN.US,1982708
STRT.US,933034
CAMVF.US,1407582
KF.US,748691
TVAI.US,1872228
SAMO.US,2125567
WLCO.US,2101470
JACK.US,807882
XCBE.US,2083493
PLAY.US,1525769
NWBO.US,1072379
EMBC.US,1872789
FATE.US,1434316
HLXC.US,2099656
FXNC.US,719402
ANIK.US,898437
MFIN.US,1000209
IMRX.US,1790340
NPCT.US,1835068
OIA.US,835333
QNBC.US,750558
YDES.US,2011674
ELTP.US,1053369
USNA.US,896264
INR.US,2029118
TTGT.US,2018064
ISNR.US,2123475
SY.US,1758530
STRO.US,1382101
WNEB.US,1157647
KINS.US,33992
EOD.US,1386067
SMDRF.US,1939801
KWY.US,1072627
TSI.US,809559
XSLL.US,2088807
SBXD.US,2015947
BRR.US,2076163
SAR.US,1377936
REFI.US,1867949
CYDY.US,1175680
NHIV.US,2099767
RWAY.US,1653384
DSM.US,855887
JAKK.US,1009829
CEPO.US,2027708
HCKT.US,1057379
PAMT.US,798287
LAB.US,1162194
ACIU.US,1651625
BSAI.US,1416090
BCYC.US,1761612
MUZE.US,2093484
RMM.US,1771226
BKTI.US,2186
ELLO.US,946394
HVII.US,1846416
NKSH.US,796534
LCNB.US,1074902
PYXS.US,1782223
ALXO.US,1810182
DNMX.US,2081125
ACV.US,1636289
RC.US,1527590
XTER.US,2134856
CAMP.US,1736730
ESCA.US,33488
CRLBF.US,1832928
PCYO.US,276720
BUKS.US,15847
AKBA.US,1517022
CLCHF.US,2125750
BRT.US,14846
ASYS.US,720500
FOA.US,1828937
PRQR.US,1612940
TBI.US,768899
GENC.US,64472
FHTX.US,1822462
OACC.US,2029769
EGHT.US,1023731
AVNW.US,1377789
NTWO.US,2028027
NTPIF.US,829365
VABK.US,1572334
DMAA.US,2028614
RILY.US,1464790
LAW.US,1625641
DUOT.US,1396536
SMHI.US,1690334
FACT.US,2028935
WLII.US,2083946
TRDA.US,1689375
TDF.US,919893
ASLE.US,1754170
OFLX.US,1317945
BGS.US,1278027
RELL.US,355948
TRGS.US,2098780
PMTS.US,1641614
VNME.US,2055879
LCTX.US,876343
IMPP.US,1876581
CPZ.US,1717457
TROO.US,1412095
NSLR.US,1509470
PPIH.US,914122
AZ.US,1866030
RMBI.US,1767837
TSSI.US,1320760
MGNX.US,1125345
PMM.US,844790
IPVV.US,2105274
ERC.US,1227073
CAN.US,1780652
SCII.US,2076739
VLOS.US,2016072
RNAC.US,1453687
USAU.US,27093
UXIN.US,1729173
RFAI.US,2012807
III.US,1371489
BETR.US,1835856
GWRS.US,1434728
INBK.US,1562463
OHAC.US,2090787
LTBR.US,1084554
THEO.US,2080216
MKLY.US,2067592
QADR.US,2083217
YSG.US,1819580
TG.US,850429
POWW.US,1015383
XLAB.US,2109869
RXST.US,1111485
RLTY.US,1866874
CYPH.US,1509745
EFSI.US,880641
AVXL.US,1314052
MKDW.US,1991332
IMMR.US,1058811
CHPT.US,1777393
CAF.US,1368493
ALMU.US,1828805
WRLGF.US,1733968
GSVRF.US,865400
HMH.US,2021880
MCGA.US,2064658
SILC.US,916793
AIBZ.US,2100457
SOCA.US,2065948
SSAC.US,2081300
FGPR.US,922358
ASUR.US,884144
ZUMZ.US,1318008
HWKE.US,1750777
NUW.US,1450445
CNDT.US,1677703
NAGE.US,1386570
ACRE.US,1529377
DYNC.US,2028699
LTRX.US,1114925
PMMCF.US,1930459
INFU.US,1337013
ZH.US,1835724
DAAQ.US,2052162
IGAC.US,2075068
HHLKF.US,1562823
NATR.US,275053
SBMT.US,2067674
LMNR.US,1342423
MMT.US,809173
WHWK.US,1422142
MACI.US,2016221
TDWD.US,2076616
AIAI.US,2096362
ALEC.US,1653087
LVWR.US,1898795
NGEN.US,1751912
FF.US,1337298
MBI.US,814585
AVAC.US,2111009
TSNDF.US,1778129
RCS.US,916183
CGEN.US,1119774
NUS.US,1021561
VRXA.US,2079109
TWLV.US,2052243
IVVD.US,1832038
BXSY.US,1059213
LATA.US,2076427
BAFN.US,1649739
MRBK.US,1750735
COPL.US,2045473
NVA.US,1852551
PEBK.US,1093672
KGEI.US,1477081
PNNT.US,1383414
SCM.US,1551901
CGNRF.US,1580110
ACB.US,1683541
MVST.US,1760689
SUMA.US,2105838
DYOR.US,2079292
STIM.US,1227636
TORO.US,1941131
LIEN.US,1843162
BLRK.US,2081532
BIII.US,2087087
FBLA.US,2013639
SVCC.US,2033593
EIC.US,1754836
AUDC.US,1086434
ACU.US,2098
ADAG.US,1818838
CFBK.US,1070680
AREC.US,1590715
TARA.US,1359931
FFPP.US,2109616
LTGR.US,2104177
SVCO.US,1943289
IRAB.US,2077785
TBCH.US,1493761
SNFCA.US,318673
CRDL.US,1702123
CRAC.US,2070887
AIRO.US,1927958
NCMI.US,1377630
HDSN.US,925528
SLE.US,1621672
LGI.US,1278211
OSS.US,1394056
CMTV.US,718413
ELMD.US,1488917
MRCO.US,2106436
IONR.US,1896084
OPBK.US,1722010
PSF.US,1498612
DGAC.US,2111038
FORR.US,1023313
ELDN.US,1404281
MAGH.US,2046117
CURV.US,1792781
