symbol,description,asset_class,category_name,group_name,currency,currency_profit,ticker,market,market_name,precision,contract_size,leverage,long_only,short_selling,margin_mode,instrument_type
CMCL.US,Caledonia Mining Corp Plc,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCL,US,United States,,,,,,,
CMCLF.US,"China Molybdenum Co., Ltd.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCLF,US,United States,,,,,,,
CMCM.US,Cheetah Mobile Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCM,US,United States,,,,,,,
CMCO.US,COLUMBUS MCKINNON CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCO,US,United States,,,,,,,
CMCSA.US,COMCAST CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCSA,US,United States,,,,,,,
CMCT.US,Creative Media & Community Trust Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCT,US,United States,,,,,,,
CMCUF.US,Piermont Valley Acquisition Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCUF,US,United States,,,,,,,
CMCWF.US,Piermont Valley Acquisition Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMCWF,US,United States,,,,,,,
CMDB.US,Costamare Bulkers Holdings Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMDB,US,United States,,,,,,,
CME.US,CME GROUP INC.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CME,US,United States,,,,,,,
CMG.US,CHIPOTLE MEXICAN GRILL INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMG,US,United States,,,,,,,
CMGHF.US,CHAODA MODERN AGRICULTURE HOLDINGS LTD /FI,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMGHF,US,United States,,,,,,,
CMGMF.US,Chemring Group PLC/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMGMF,US,United States,,,,,,,
CMHSF.US,COMPREHENSIVE HEALTHCARE SYSTEMS INC. (CANADA),STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMHSF,US,United States,,,,,,,
CMI.US,CUMMINS INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMI,US,United States,,,,,,,
CMLS.US,CUMULUS MEDIA INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMLS,US,United States,,,,,,,
CMLSQ.US,CUMULUS MEDIA INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMLSQ,US,United States,,,,,,,
CMMB.US,Chemomab Therapeutics Ltd.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMMB,US,United States,,,,,,,
CMND.US,Clearmind Medicine Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMND,US,United States,,,,,,,
CMP.US,COMPASS MINERALS INTERNATIONAL INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMP,US,United States,,,,,,,
CMPLY.US,Com7 PCL/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMPLY,US,United States,,,,,,,
CMPR.US,CIMPRESS plc,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMPR,US,United States,,,,,,,
CMPS.US,COMPASS Pathways plc,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMPS,US,United States,,,,,,,
CMPX.US,"Compass Therapeutics, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMPX,US,United States,,,,,,,
CMRC.US,"Commerce.com, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRC,US,United States,,,,,,,
CMRE-PB.US,Costamare Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRE-PB,US,United States,,,,,,,
CMRE-PC.US,Costamare Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRE-PC,US,United States,,,,,,,
CMRE-PD.US,Costamare Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRE-PD,US,United States,,,,,,,
CMRE.US,Costamare Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRE,US,United States,,,,,,,
CMRF.US,"CIM GROUP, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMRF,US,United States,,,,,,,
CMS-PB.US,CONSUMERS ENERGY CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMS-PB,US,United States,,,,,,,
CMS-PC.US,CMS ENERGY CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMS-PC,US,United States,,,,,,,
CMS.US,CMS ENERGY CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMS,US,United States,,,,,,,
CMSA.US,CMS ENERGY CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMSA,US,United States,,,,,,,
CMSC.US,CMS ENERGY CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMSC,US,United States,,,,,,,
CMSD.US,CMS ENERGY CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMSD,US,United States,,,,,,,
CMT.US,CORE MOLDING TECHNOLOGIES INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMT,US,United States,,,,,,,
CMTG.US,"Claros Mortgage Trust, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMTG,US,United States,,,,,,,
CMTL.US,COMTECH TELECOMMUNICATIONS CORP /DE/,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMTL,US,United States,,,,,,,
CMTV.US,COMMUNITY BANCORP /VT,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMTV,US,United States,,,,,,,
CMXHF.US,CSL LTD,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CMXHF,US,United States,,,,,,,
CNA.US,CNA FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNA,US,United States,,,,,,,
CNBX.US,CNBX Pharmaceuticals Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNBX,US,United States,,,,,,,
CNC.US,CENTENE CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNC,US,United States,,,,,,,
CNCK.US,Coincheck Group N.V.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNCK,US,United States,,,,,,,
CNCKW.US,Coincheck Group N.V.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNCKW,US,United States,,,,,,,
CNDA.US,Concord Acquisition Corp II,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDA,US,United States,,,,,,,
CNDAU.US,Concord Acquisition Corp II,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDAU,US,United States,,,,,,,
CNDAW.US,Concord Acquisition Corp II,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDAW,US,United States,,,,,,,
CNDHF.US,CONDUIT HOLDINGS LTD/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDHF,US,United States,,,,,,,
CNDIF.US,CANADIAN IMPERIAL BANK OF COMMERCE /CAN/,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDIF,US,United States,,,,,,,
CNDT.US,CONDUENT Inc,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNDT,US,United States,,,,,,,
CNET.US,ZW Data Action Technologies Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNET,US,United States,,,,,,,
CNEY.US,CN ENERGY GROUP. INC.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNEY,US,United States,,,,,,,
CNF.US,CNFinance Holdings Ltd.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNF,US,United States,,,,,,,
CNFN.US,CFN Enterprises Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNFN,US,United States,,,,,,,
CNGKY.US,Cheung Kong Property Holdings Limited/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNGKY,US,United States,,,,,,,
CNH.US,CNH Industrial N.V.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNH,US,United States,,,,,,,
CNI.US,CANADIAN NATIONAL RAILWAY CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNI,US,United States,,,,,,,
CNK.US,"Cinemark Holdings, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNK,US,United States,,,,,,,
CNL.US,Collective Mining Ltd.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNL,US,United States,,,,,,,
CNLHN.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLHN,US,United States,,,,,,,
CNLHO.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLHO,US,United States,,,,,,,
CNLHP.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLHP,US,United States,,,,,,,
CNLPL.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLPL,US,United States,,,,,,,
CNLPM.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLPM,US,United States,,,,,,,
CNLTL.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLTL,US,United States,,,,,,,
CNLTN.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLTN,US,United States,,,,,,,
CNLTP.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNLTP,US,United States,,,,,,,
CNM.US,"Core & Main, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNM,US,United States,,,,,,,
CNMD.US,CONMED Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNMD,US,United States,,,,,,,
CNNE.US,"Cannae Holdings, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNNE,US,United States,,,,,,,
CNO-PA.US,"CNO Financial Group, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNO-PA,US,United States,,,,,,,
CNO.US,"CNO Financial Group, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNO,US,United States,,,,,,,
CNOB.US,"ConnectOne Bancorp, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNOB,US,United States,,,,,,,
CNOBP.US,"ConnectOne Bancorp, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNOBP,US,United States,,,,,,,
CNP.US,CENTERPOINT ENERGY INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNP,US,United States,,,,,,,
CNPWM.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNPWM,US,United States,,,,,,,
CNPWP.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNPWP,US,United States,,,,,,,
CNQ.US,CANADIAN NATURAL RESOURCES Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNQ,US,United States,,,,,,,
CNR.US,"Core Natural Resources, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNR,US,United States,,,,,,,
CNRCF.US,Canter Resources Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNRCF,US,United States,,,,,,,
CNS.US,"COHEN & STEERS, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNS,US,United States,,,,,,,
CNSP.US,"CNS Pharmaceuticals, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNSP,US,United States,,,,,,,
CNSY.US,"CERENOME, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNSY,US,United States,,,,,,,
CNTB.US,Connect Biopharma Holdings Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTB,US,United States,,,,,,,
CNTHN.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTHN,US,United States,,,,,,,
CNTHO.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTHO,US,United States,,,,,,,
CNTHP.US,CONNECTICUT LIGHT & POWER CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTHP,US,United States,,,,,,,
CNTM.US,"ConnectM Technology Solutions, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTM,US,United States,,,,,,,
CNTMF.US,Fluent Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTMF,US,United States,,,,,,,
CNTN.US,"Canton Strategic Holdings, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTN,US,United States,,,,,,,
CNTX.US,Context Therapeutics Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTX,US,United States,,,,,,,
CNTY.US,CENTURY CASINOS INC /CO/,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNTY,US,United States,,,,,,,
CNVS.US,Cineverse Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNVS,US,United States,,,,,,,
CNX.US,CNX Resources Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNX,US,United States,,,,,,,
CNXC.US,Concentrix Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNXC,US,United States,,,,,,,
CNXN.US,PC CONNECTION INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNXN,US,United States,,,,,,,
CNXU.US,Conexeu Sciences Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNXU,US,United States,,,,,,,
CNYGF.US,Canary Gold Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CNYGF,US,United States,,,,,,,
COAG.US,"Hemab Therapeutics Holdings, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COAG,US,United States,,,,,,,
COBA.US,Chilean Cobalt Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COBA,US,United States,,,,,,,
COCH.US,"Envoy Medical, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COCH,US,United States,,,,,,,
COCHW.US,"Envoy Medical, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COCHW,US,United States,,,,,,,
COCO.US,"Vita Coco Company, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COCO,US,United States,,,,,,,
COCP.US,"Cocrystal Pharma, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COCP,US,United States,,,,,,,
COCSF.US,COCA COLA FEMSA SAB DE CV,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COCSF,US,United States,,,,,,,
CODA.US,"Coda Octopus Group, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODA,US,United States,,,,,,,
CODGF.US,COMPAGNIE DE SAINT GOBAIN,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODGF,US,United States,,,,,,,
CODI-PA.US,Compass Diversified Holdings,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODI-PA,US,United States,,,,,,,
CODI-PB.US,Compass Diversified Holdings,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODI-PB,US,United States,,,,,,,
CODI-PC.US,Compass Diversified Holdings,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODI-PC,US,United States,,,,,,,
CODI.US,Compass Diversified Holdings,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODI,US,United States,,,,,,,
CODQL.US,Coronado Global Resources Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODQL,US,United States,,,,,,,
CODX.US,"Co-Diagnostics, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CODX,US,United States,,,,,,,
COE.US,51Talk Online Education Group,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COE,US,United States,,,,,,,
COF-PI.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF-PI,US,United States,,,,,,,
COF-PJ.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF-PJ,US,United States,,,,,,,
COF-PK.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF-PK,US,United States,,,,,,,
COF-PL.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF-PL,US,United States,,,,,,,
COF-PN.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF-PN,US,United States,,,,,,,
COF.US,CAPITAL ONE FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COF,US,United States,,,,,,,
COFS.US,CHOICEONE FINANCIAL SERVICES INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COFS,US,United States,,,,,,,
COGDF.US,Compass Gold Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COGDF,US,United States,,,,,,,
COGT.US,"Cogent Biosciences, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COGT,US,United States,,,,,,,
COHN.US,Cohen & Co Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COHN,US,United States,,,,,,,
COHR.US,COHERENT CORP.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COHR,US,United States,,,,,,,
COHU.US,COHU INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COHU,US,United States,,,,,,,
COIN.US,"Coinbase Global, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COIN,US,United States,,,,,,,
COKE.US,"Coca-Cola Consolidated, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COKE,US,United States,,,,,,,
COLA.US,Columbus Acquisition Corp/Cayman Islands,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLA,US,United States,,,,,,,
COLAR.US,Columbus Acquisition Corp/Cayman Islands,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLAR,US,United States,,,,,,,
COLAU.US,Columbus Acquisition Corp/Cayman Islands,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLAU,US,United States,,,,,,,
COLB.US,"COLUMBIA BANKING SYSTEM, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLB,US,United States,,,,,,,
COLD.US,AMERICOLD REALTY TRUST,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLD,US,United States,,,,,,,
COLL.US,"COLLEGIUM PHARMACEUTICAL, INC",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLL,US,United States,,,,,,,
COLM.US,COLUMBIA SPORTSWEAR CO,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COLM,US,United States,,,,,,,
COMP.US,"Compass, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COMP,US,United States,,,,,,,
CON.US,"Concentra Group Holdings Parent, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CON,US,United States,,,,,,,
CONC.US,CONECTISYS CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CONC,US,United States,,,,,,,
CONE.US,"Compass Sub North, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CONE,US,United States,,,,,,,
COO.US,"COOPER COMPANIES, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COO,US,United States,,,,,,,
COOK.US,"Traeger, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COOK,US,United States,,,,,,,
COOLU.US,Corner Growth Acquisition Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COOLU,US,United States,,,,,,,
COOT.US,Australian Oilseeds Holdings Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COOT,US,United States,,,,,,,
COOTW.US,Australian Oilseeds Holdings Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COOTW,US,United States,,,,,,,
COP.US,CONOCOPHILLIPS,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COP,US,United States,,,,,,,
COPAF.US,COPAUR MINERALS INC.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPAF,US,United States,,,,,,,
COPL-UN.US,Copley Acquisition Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPL-UN,US,United States,,,,,,,
COPL-WT.US,Copley Acquisition Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPL-WT,US,United States,,,,,,,
COPL.US,Copley Acquisition Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPL,US,United States,,,,,,,
COPR-WT.US,Idaho Copper Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPR-WT,US,United States,,,,,,,
COPR.US,Idaho Copper Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COPR,US,United States,,,,,,,
COR.US,"Cencora, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COR,US,United States,,,,,,,
CORN.US,Teucrium Commodity Trust,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORN,US,United States,,,,,,,
CORT.US,CORCEPT THERAPEUTICS INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORT,US,United States,,,,,,,
CORZ.US,"Core Scientific, Inc./tx",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORZ,US,United States,,,,,,,
CORZR.US,"Core Scientific, Inc./tx",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORZR,US,United States,,,,,,,
CORZW.US,"Core Scientific, Inc./tx",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORZW,US,United States,,,,,,,
CORZZ.US,"Core Scientific, Inc./tx",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CORZZ,US,United States,,,,,,,
COSG.US,Cosmos Group Holdings Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COSG,US,United States,,,,,,,
COSM.US,Cosmos Health Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COSM,US,United States,,,,,,,
COSO.US,"CoastalSouth Bancshares, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COSO,US,United States,,,,,,,
COST.US,COSTCO WHOLESALE CORP /NEW,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COST,US,United States,,,,,,,
COTY.US,COTY INC.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COTY,US,United States,,,,,,,
COUR.US,"Coursera, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COUR,US,United States,,,,,,,
COYA.US,"Coya Therapeutics, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,COYA,US,United States,,,,,,,
CP.US,CANADIAN PACIFIC KANSAS CITY LTD/CN,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CP,US,United States,,,,,,,
CPA.US,"Copa Holdings, S.A.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPA,US,United States,,,,,,,
CPAC.US,CEMENTOS PACASMAYO SAA,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPAC,US,United States,,,,,,,
CPAY.US,"CORPAY, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPAY,US,United States,,,,,,,
CPB.US,CAMPBELL'S Co,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPB,US,United States,,,,,,,
CPBI.US,"Central Plains Bancshares, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPBI,US,United States,,,,,,,
CPCPF.US,CopperCorp Resources Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPCPF,US,United States,,,,,,,
CPER.US,United States Commodity Index Funds Trust,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPER,US,United States,,,,,,,
CPF.US,CENTRAL PACIFIC FINANCIAL CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPF,US,United States,,,,,,,
CPHC.US,Canterbury Park Holding Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPHC,US,United States,,,,,,,
CPHI.US,"CHINA PHARMA HOLDINGS, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPHI,US,United States,,,,,,,
CPIVF.US,CAPTIVA VERDE WELLNESS CORP.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPIVF,US,United States,,,,,,,
CPIX.US,CUMBERLAND PHARMACEUTICALS INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPIX,US,United States,,,,,,,
CPK.US,CHESAPEAKE UTILITIES CORP,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPK,US,United States,,,,,,,
CPKF.US,CHESAPEAKE FINANCIAL SHARES INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPKF,US,United States,,,,,,,
CPLX.US,Certiplex Corp,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPLX,US,United States,,,,,,,
CPMD.US,"CANNAPHARMARX, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPMD,US,United States,,,,,,,
CPMV.US,Mosaic ImmunoEngineering Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPMV,US,United States,,,,,,,
CPNG.US,"Coupang, Inc.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPNG,US,United States,,,,,,,
CPNNF.US,Central Pattana Public Co Limited/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPNNF,US,United States,,,,,,,
CPOP.US,"Pop Culture Group Co., Ltd",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPOP,US,United States,,,,,,,
CPPBY.US,Central Pattana Public Co Limited/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPPBY,US,United States,,,,,,,
CPPKF.US,Faraday Copper Corp.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPPKF,US,United States,,,,,,,
CPPTL.US,Copper Property CTL Pass Through Trust,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPPTL,US,United States,,,,,,,
CPRHF.US,Capital Power Corp/ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPRHF,US,United States,,,,,,,
CPRI.US,Capri Holdings Ltd,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPRI,US,United States,,,,,,,
CPRT.US,COPART INC,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPRT,US,United States,,,,,,,
CPS.US,Cooper-Standard Holdings Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPS,US,United States,,,,,,,
CPSH.US,CPS TECHNOLOGIES CORP/DE/,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPSH,US,United States,,,,,,,
CPSS.US,"CONSUMER PORTFOLIO SERVICES, INC.",STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPSS,US,United States,,,,,,,
CPT.US,CAMDEN PROPERTY TRUST,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPT,US,United States,,,,,,,
CPTAF.US,Captivision Inc.,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPTAF,US,United States,,,,,,,
CPTKF.US,Capital Tankers Corp./ADR,STOCK,STC,SEC EDGAR company_tickers.json,USD,USD,CPTKF,US,United States,,,,,,,
