symbol,description,asset_class,category_name,group_name,currency,currency_profit,ticker,market,market_name,precision,contract_size,leverage,long_only,short_selling,margin_mode,instrument_type
ANR.PL,ANSWEAR.COM SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ANR,PL,Poland (GPW),,,,,,,
APE.PL,APS ENERGIA SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,APE,PL,Poland (GPW),,,,,,,
APL.PL,LC SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,APL,PL,Poland (GPW),,,,,,,
APN.PL,APLISENS SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,APN,PL,Poland (GPW),,,,,,,
APR.PL,AUTO PARTNER SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,APR,PL,Poland (GPW),,,,,,,
APT.PL,APATOR SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,APT,PL,Poland (GPW),,,,,,,
ARH.PL,ARCHICOM SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ARH,PL,Poland (GPW),,,,,,,
ARL.PL,ARLEN SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ARL,PL,Poland (GPW),,,,,,,
ART.PL,ARTIFEX MUNDI SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ART,PL,Poland (GPW),,,,,,,
ASB.PL,ASBISC ENTERPRISES PLC,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ASB,PL,Poland (GPW),,,,,,,
ASE.PL,ASSECO SOUTH EASTERN EUROPE SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ASE,PL,Poland (GPW),,,,,,,
ASM.PL,ASM GROUP SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ASM,PL,Poland (GPW),,,,,,,
AST.PL,ASTARTA HOLDING PLC,STOCK,STC,GPW Glowny Rynek,PLN,PLN,AST,PL,Poland (GPW),,,,,,,
ATC.PL,ARCTIC PAPER SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATC,PL,Poland (GPW),,,,,,,
ATD.PL,ATENDE SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATD,PL,Poland (GPW),,,,,,,
ATG.PL,ATM GRUPA SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATG,PL,Poland (GPW),,,,,,,
ATP.PL,ATLANTA POLAND SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATP,PL,Poland (GPW),,,,,,,
ATR.PL,ATREM SPÓŁKA AKCYJNA,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATR,PL,Poland (GPW),,,,,,,
ATS.PL,ATLANTIS SE,STOCK,STC,GPW Glowny Rynek,PLN,PLN,ATS,PL,Poland (GPW),,,,,,,
